Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
3,7,13,1,11,5.611999999999996,14,34,71,13,18,17,7.197999999999995,0.7929999999999997,1.8299999999999987,1.524999999999999,20,2,10,4,40,2,12,4,4,0.5,40,5.5,7,L,0.17995,0.3964999999999999,0.1525,0.38124999999999987
3,7,14,1,1,7.197999999999994,16,30,47,46,114,7,8.112999999999994,4.818999999999996,1.9519999999999986,1.7079999999999989,18,13,5,7,34,18,8,7,3,0,18,4.5,7,L,0.23861764705882352,0.2677222222222222,0.244,0.24399999999999997
3,8,15,1,12,6.709999999999995,14,40,105,40,78,10,9.088999999999993,1.9519999999999986,1.0979999999999994,1.2809999999999993,20,7,3,4,50,8,4,5,5,0,16,4,7,L,0.18178,0.24399999999999997,0.27449999999999997,0.2562
3,8,16,1,3,3.0499999999999976,12,15,113,35,120,51,4.147999999999997,1.2199999999999993,0.7319999999999998,0.8539999999999996,14,3,3,3,18,3,4,3,5,0,13,3.25,7,L,0.23044444444444445,0.40666666666666645,0.183,0.2846666666666666
3,9,17,1,15,3.476999999999997,16,22,13,19,20,108,5.184999999999996,0.061,1.8299999999999987,0.061,20,1,7,1,31,1,12,1,6,0.5,38,5,7,L,0.16725806451612904,0.061,0.1525,0.061
3,9,18,1,11,5.916999999999995,18,31,71,120,3,61,7.685999999999995,0.9759999999999995,0.183,0.061,20,3,1,1,39,3,1,1,4,0,16,4,7,L,0.19707692307692307,0.3253333333333333,0.183,0.061
3,10,19,1,1,7.807999999999994,16,40,43,63,65,67,10.125999999999992,0.9759999999999995,1.646999999999999,1.585999999999999,20,4,6,5,51,4,8,6,3,0.5,29,4.25,7,L,0.19854901960784313,0.244,0.20587499999999997,0.2643333333333333
3,10,20,1,7,4.452999999999997,12,21,98,86,27,87,7.8079999999999945,3.842999999999997,1.2199999999999993,0.6709999999999998,20,10,5,5,36,15,5,5,6,0,13,3.25,7,L,0.21688888888888888,0.25619999999999993,0.244,0.13419999999999999
3,11,21,1,2,5.428999999999996,19,33,96,43,58,49,10.186999999999992,0.7319999999999998,0.427,0.061,20,2,3,1,56,3,3,1,4,0,16,4,7,L,0.1819107142857143,0.24399999999999997,0.14233333333333334,0.061
3,11,22,1,3,5.428999999999996,18,36,30,68,27,8,6.831999999999995,1.3419999999999992,0.244,0.244,20,5,2,1,47,8,2,1,5,0,20,5,7,L,0.1453617021276596,0.16775,0.122,0.244
3,12,23,1,13,6.038999999999995,18,33,120,71,73,111,6.099999999999995,9.576999999999993,0.061,1.1589999999999994,19,16,1,6,34,40,1,6,2,0,11,2.75,7,L,0.17941176470588235,0.23942499999999997,0.061,0.19316666666666665
3,12,24,1,15,4.6969999999999965,14,29,40,15,16,18,5.977999999999996,2.2569999999999983,0.061,0.8539999999999996,20,9,1,5,36,13,1,6,6,0.5,41,5.75,7,L,0.16605555555555554,0.17361538461538462,0.061,0.14233333333333334
